time,from,to,value
175.00,c1.out_0,c2.in_0,1
175.00,c2.out_1,c3.in_0,1
176.00,c2.out_1,c3.in_0,1
176.00,c1.out_0,c2.in_0,1
176.00,c1.out_0,c2.in_0,1
176.00,c2.out_1,c3.in_0,1
177.00,c2.out_1,c3.in_0,0
177.00,c1.out_0,c2.in_0,0
177.00,c1.out_0,c2.in_0,0
177.00,c2.out_1,c3.in_0,0
178.00,c2.out_1,c3.in_0,0
178.00,c1.out_0,c2.in_0,0
178.00,c1.out_0,c2.in_0,0
178.00,c2.out_1,c3.in_0,0
179.00,c2.out_1,c3.in_0,0
179.00,c1.out_0,c2.in_0,0
179.00,c1.out_0,c2.in_0,0
179.00,c2.out_1,c3.in_0,0
180.00,c2.out_1,c3.in_0,0
180.00,c1.out_0,c2.in_0,0
180.00,c1.out_0,c2.in_0,0
180.00,c2.out_1,c3.in_0,0
181.00,c2.out_1,c3.in_0,0
181.00,c1.out_0,c2.in_0,0
181.00,c1.out_0,c2.in_0,0
181.00,c2.out_1,c3.in_0,0
182.00,c2.out_1,c3.in_0,0
182.00,c1.out_0,c2.in_0,0
182.00,c1.out_0,c2.in_0,0
182.00,c2.out_1,c3.in_0,0
183.00,c2.out_1,c3.in_0,1
183.00,c1.out_0,c2.in_0,1
183.00,c1.out_0,c2.in_0,1
183.00,c2.out_1,c3.in_0,1
184.00,c2.out_1,c3.in_0,0
184.00,c1.out_0,c2.in_0,0
184.00,c1.out_0,c2.in_0,0
184.00,c2.out_1,c3.in_0,0
185.00,c2.out_1,c3.in_0,1
185.00,c1.out_0,c2.in_0,1
185.00,c1.out_0,c2.in_0,1
185.00,c2.out_1,c3.in_0,1
186.00,c2.out_1,c3.in_0,0
186.00,c1.out_0,c2.in_0,0
186.00,c1.out_0,c2.in_0,0
186.00,c2.out_1,c3.in_0,0
187.00,c2.out_1,c3.in_0,0
187.00,c1.out_0,c2.in_0,0
187.00,c1.out_0,c2.in_0,0
187.00,c2.out_1,c3.in_0,0
188.00,c2.out_1,c3.in_0,1
188.00,c1.out_0,c2.in_0,1
188.00,c1.out_0,c2.in_0,1
188.00,c2.out_1,c3.in_0,1
189.00,c2.out_1,c3.in_0,1
189.00,c1.out_0,c2.in_0,1
189.00,c1.out_0,c2.in_0,1
189.00,c2.out_1,c3.in_0,1
190.00,c2.out_1,c3.in_0,1
190.00,c1.out_0,c2.in_0,1
190.00,c1.out_0,c2.in_0,1
190.00,c2.out_1,c3.in_0,1
191.00,c2.out_1,c3.in_0,1
191.00,c1.out_0,c2.in_0,1
191.00,c1.out_0,c2.in_0,1
191.00,c2.out_1,c3.in_0,1
192.00,c2.out_1,c3.in_0,1
192.00,c1.out_0,c2.in_0,1
192.00,c1.out_0,c2.in_0,1
192.00,c2.out_1,c3.in_0,1
193.00,c2.out_1,c3.in_0,1
193.00,c1.out_0,c2.in_0,1
193.00,c1.out_0,c2.in_0,1
193.00,c2.out_1,c3.in_0,1
194.00,c2.out_1,c3.in_0,0
194.00,c1.out_0,c2.in_0,0
194.00,c1.out_0,c2.in_0,0
194.00,c2.out_1,c3.in_0,0
195.00,c2.out_1,c3.in_0,1
195.00,c1.out_0,c2.in_0,1
195.00,c1.out_0,c2.in_0,1
195.00,c2.out_1,c3.in_0,1
196.00,c2.out_1,c3.in_0,0
196.00,c1.out_0,c2.in_0,0
196.00,c1.out_0,c2.in_0,0
196.00,c2.out_1,c3.in_0,0
197.00,c2.out_1,c3.in_0,0
197.00,c1.out_0,c2.in_0,0
197.00,c1.out_0,c2.in_0,0
197.00,c2.out_1,c3.in_0,0
198.00,c2.out_1,c3.in_0,0
198.00,c1.out_0,c2.in_0,0
198.00,c1.out_0,c2.in_0,0
198.00,c2.out_1,c3.in_0,0
199.00,c2.out_1,c3.in_0,0
199.00,c1.out_0,c2.in_0,0
199.00,c1.out_0,c2.in_0,0
199.00,c2.out_1,c3.in_0,0
200.00,c2.out_1,c3.in_0,1
200.00,c1.out_0,c2.in_0,1
200.00,c1.out_0,c2.in_0,1
200.00,c2.out_1,c3.in_0,1
201.00,c2.out_1,c3.in_0,0
201.00,c1.out_0,c2.in_0,0
201.00,c1.out_0,c2.in_0,0
201.00,c2.out_1,c3.in_0,0
202.00,c2.out_1,c3.in_0,0
202.00,c1.out_0,c2.in_0,0
202.00,c1.out_0,c2.in_0,0
202.00,c2.out_1,c3.in_0,0
203.00,c2.out_1,c3.in_0,0
203.00,c1.out_0,c2.in_0,0
203.00,c1.out_0,c2.in_0,0
203.00,c2.out_1,c3.in_0,0
204.00,c2.out_1,c3.in_0,0
204.00,c1.out_0,c2.in_0,0
204.00,c1.out_0,c2.in_0,0
204.00,c2.out_1,c3.in_0,0
205.00,c2.out_1,c3.in_0,0
205.00,c1.out_0,c2.in_0,0
205.00,c1.out_0,c2.in_0,0
205.00,c2.out_1,c3.in_0,0
206.00,c2.out_1,c3.in_0,0
206.00,c1.out_0,c2.in_0,0
206.00,c1.out_0,c2.in_0,0
206.00,c2.out_1,c3.in_0,0
207.00,c2.out_1,c3.in_0,1
207.00,c1.out_0,c2.in_0,1
207.00,c1.out_0,c2.in_0,1
207.00,c2.out_1,c3.in_0,1
208.00,c2.out_1,c3.in_0,1
208.00,c1.out_0,c2.in_0,1
208.00,c1.out_0,c2.in_0,1
208.00,c2.out_1,c3.in_0,1
209.00,c2.out_1,c3.in_0,0
209.00,c1.out_0,c2.in_0,0
209.00,c1.out_0,c2.in_0,0
209.00,c2.out_1,c3.in_0,0
210.00,c2.out_1,c3.in_0,0
210.00,c1.out_0,c2.in_0,0
210.00,c1.out_0,c2.in_0,0
210.00,c2.out_1,c3.in_0,0
211.00,c2.out_1,c3.in_0,1
211.00,c1.out_0,c2.in_0,1
211.00,c1.out_0,c2.in_0,1
211.00,c2.out_1,c3.in_0,1
212.00,c2.out_1,c3.in_0,1
212.00,c1.out_0,c2.in_0,1
212.00,c1.out_0,c2.in_0,1
212.00,c2.out_1,c3.in_0,1
213.00,c2.out_1,c3.in_0,1
213.00,c1.out_0,c2.in_0,1
213.00,c1.out_0,c2.in_0,1
213.00,c2.out_1,c3.in_0,1
214.00,c2.out_1,c3.in_0,0
214.00,c1.out_0,c2.in_0,0
214.00,c1.out_0,c2.in_0,0
214.00,c2.out_1,c3.in_0,0
215.00,c2.out_1,c3.in_0,0
215.00,c1.out_0,c2.in_0,0
215.00,c1.out_0,c2.in_0,0
215.00,c2.out_1,c3.in_0,0
216.00,c2.out_1,c3.in_0,0
216.00,c1.out_0,c2.in_0,0
216.00,c1.out_0,c2.in_0,0
216.00,c2.out_1,c3.in_0,0
217.00,c2.out_1,c3.in_0,0
217.00,c1.out_0,c2.in_0,0
217.00,c1.out_0,c2.in_0,0
217.00,c2.out_1,c3.in_0,0
218.00,c2.out_1,c3.in_0,0
218.00,c1.out_0,c2.in_0,0
218.00,c1.out_0,c2.in_0,0
218.00,c2.out_1,c3.in_0,0
219.00,c2.out_1,c3.in_0,0
219.00,c1.out_0,c2.in_0,0
219.00,c1.out_0,c2.in_0,0
219.00,c2.out_1,c3.in_0,0
220.00,c2.out_1,c3.in_0,0
220.00,c1.out_0,c2.in_0,0
220.00,c1.out_0,c2.in_0,0
220.00,c2.out_1,c3.in_0,0
221.00,c2.out_1,c3.in_0,0
221.00,c1.out_0,c2.in_0,0
221.00,c1.out_0,c2.in_0,0
221.00,c2.out_1,c3.in_0,0
222.00,c2.out_1,c3.in_0,0
222.00,c1.out_0,c2.in_0,0
222.00,c1.out_0,c2.in_0,0
222.00,c2.out_1,c3.in_0,0
223.00,c2.out_1,c3.in_0,0
223.00,c1.out_0,c2.in_0,0
223.00,c1.out_0,c2.in_0,0
223.00,c2.out_1,c3.in_0,0
224.00,c2.out_1,c3.in_0,0
224.00,c1.out_0,c2.in_0,0
224.00,c1.out_0,c2.in_0,0
224.00,c2.out_1,c3.in_0,0
225.00,c2.out_1,c3.in_0,0
225.00,c1.out_0,c2.in_0,0
225.00,c1.out_0,c2.in_0,0
225.00,c2.out_1,c3.in_0,0
226.00,c2.out_1,c3.in_0,1
226.00,c1.out_0,c2.in_0,1
226.00,c1.out_0,c2.in_0,1
226.00,c2.out_1,c3.in_0,1
227.00,c2.out_1,c3.in_0,0
227.00,c1.out_0,c2.in_0,0
227.00,c1.out_0,c2.in_0,0
227.00,c2.out_1,c3.in_0,0
228.00,c2.out_1,c3.in_0,1
228.00,c1.out_0,c2.in_0,1
228.00,c1.out_0,c2.in_0,1
228.00,c2.out_1,c3.in_0,1
229.00,c2.out_1,c3.in_0,1
229.00,c1.out_0,c2.in_0,1
229.00,c1.out_0,c2.in_0,1
229.00,c2.out_1,c3.in_0,1
230.00,c2.out_1,c3.in_0,0
230.00,c1.out_0,c2.in_0,0
230.00,c1.out_0,c2.in_0,0
230.00,c2.out_1,c3.in_0,0
231.00,c2.out_1,c3.in_0,0
231.00,c1.out_0,c2.in_0,0
231.00,c1.out_0,c2.in_0,0
231.00,c2.out_1,c3.in_0,0
232.00,c2.out_1,c3.in_0,1
232.00,c1.out_0,c2.in_0,1
232.00,c1.out_0,c2.in_0,1
232.00,c2.out_1,c3.in_0,1
233.00,c2.out_1,c3.in_0,0
233.00,c1.out_0,c2.in_0,0
233.00,c1.out_0,c2.in_0,0
233.00,c2.out_1,c3.in_0,0
234.00,c2.out_1,c3.in_0,1
234.00,c1.out_0,c2.in_0,1
234.00,c1.out_0,c2.in_0,1
234.00,c2.out_1,c3.in_0,1
235.00,c2.out_1,c3.in_0,1
235.00,c1.out_0,c2.in_0,1
235.00,c1.out_0,c2.in_0,1
235.00,c2.out_1,c3.in_0,1
236.00,c2.out_1,c3.in_0,0
236.00,c1.out_0,c2.in_0,0
236.00,c1.out_0,c2.in_0,0
236.00,c2.out_1,c3.in_0,0
237.00,c2.out_1,c3.in_0,1
237.00,c1.out_0,c2.in_0,1
237.00,c1.out_0,c2.in_0,1
237.00,c2.out_1,c3.in_0,1
238.00,c2.out_1,c3.in_0,1
238.00,c1.out_0,c2.in_0,1
238.00,c1.out_0,c2.in_0,1
238.00,c2.out_1,c3.in_0,1
239.00,c2.out_1,c3.in_0,0
239.00,c1.out_0,c2.in_0,0
239.00,c1.out_0,c2.in_0,0
239.00,c2.out_1,c3.in_0,0
240.00,c2.out_1,c3.in_0,1
240.00,c1.out_0,c2.in_0,1
240.00,c1.out_0,c2.in_0,1
240.00,c2.out_1,c3.in_0,1
241.00,c2.out_1,c3.in_0,0
241.00,c1.out_0,c2.in_0,0
241.00,c1.out_0,c2.in_0,0
241.00,c2.out_1,c3.in_0,0
242.00,c2.out_1,c3.in_0,0
242.00,c1.out_0,c2.in_0,0
242.00,c1.out_0,c2.in_0,0
242.00,c2.out_1,c3.in_0,0
243.00,c2.out_1,c3.in_0,0
243.00,c1.out_0,c2.in_0,0
243.00,c1.out_0,c2.in_0,0
243.00,c2.out_1,c3.in_0,0
244.00,c2.out_1,c3.in_0,1
244.00,c1.out_0,c2.in_0,1
244.00,c1.out_0,c2.in_0,1
244.00,c2.out_1,c3.in_0,1
245.00,c2.out_1,c3.in_0,1
245.00,c1.out_0,c2.in_0,1
245.00,c1.out_0,c2.in_0,1
245.00,c2.out_1,c3.in_0,1
246.00,c2.out_1,c3.in_0,1
246.00,c1.out_0,c2.in_0,1
246.00,c1.out_0,c2.in_0,1
246.00,c2.out_1,c3.in_0,1
247.00,c2.out_1,c3.in_0,1
247.00,c1.out_0,c2.in_0,1
247.00,c1.out_0,c2.in_0,1
247.00,c2.out_1,c3.in_0,1
248.00,c2.out_1,c3.in_0,1
248.00,c1.out_0,c2.in_0,1
248.00,c1.out_0,c2.in_0,1
248.00,c2.out_1,c3.in_0,1
249.00,c2.out_1,c3.in_0,1
249.00,c1.out_0,c2.in_0,1
249.00,c1.out_0,c2.in_0,1
249.00,c2.out_1,c3.in_0,1
250.00,c2.out_1,c3.in_0,0
250.00,c1.out_0,c2.in_0,0
250.00,c1.out_0,c2.in_0,0
250.00,c2.out_1,c3.in_0,0
251.00,c2.out_1,c3.in_0,1
251.00,c1.out_0,c2.in_0,1
251.00,c1.out_0,c2.in_0,1
251.00,c2.out_1,c3.in_0,1
252.00,c2.out_1,c3.in_0,1
252.00,c1.out_0,c2.in_0,1
252.00,c1.out_0,c2.in_0,1
252.00,c2.out_1,c3.in_0,1
253.00,c2.out_1,c3.in_0,0
253.00,c1.out_0,c2.in_0,0
253.00,c1.out_0,c2.in_0,0
253.00,c2.out_1,c3.in_0,0
254.00,c2.out_1,c3.in_0,1
254.00,c1.out_0,c2.in_0,1
254.00,c1.out_0,c2.in_0,1
254.00,c2.out_1,c3.in_0,1
255.00,c2.out_1,c3.in_0,0
255.00,c1.out_0,c2.in_0,0
255.00,c1.out_0,c2.in_0,0
255.00,c2.out_1,c3.in_0,0
256.00,c2.out_1,c3.in_0,0
256.00,c1.out_0,c2.in_0,0
256.00,c1.out_0,c2.in_0,0
256.00,c2.out_1,c3.in_0,0
257.00,c2.out_1,c3.in_0,1
257.00,c1.out_0,c2.in_0,1
257.00,c1.out_0,c2.in_0,1
257.00,c2.out_1,c3.in_0,1
258.00,c2.out_1,c3.in_0,0
258.00,c1.out_0,c2.in_0,0
258.00,c1.out_0,c2.in_0,0
258.00,c2.out_1,c3.in_0,0
259.00,c2.out_1,c3.in_0,1
259.00,c1.out_0,c2.in_0,1
259.00,c1.out_0,c2.in_0,1
259.00,c2.out_1,c3.in_0,1
260.00,c2.out_1,c3.in_0,1
260.00,c1.out_0,c2.in_0,1
260.00,c1.out_0,c2.in_0,1
260.00,c2.out_1,c3.in_0,1
261.00,c2.out_1,c3.in_0,0
261.00,c1.out_0,c2.in_0,0
261.00,c1.out_0,c2.in_0,0
261.00,c2.out_1,c3.in_0,0
262.00,c2.out_1,c3.in_0,0
262.00,c1.out_0,c2.in_0,0
262.00,c1.out_0,c2.in_0,0
262.00,c2.out_1,c3.in_0,0
263.00,c2.out_1,c3.in_0,1
263.00,c1.out_0,c2.in_0,1
263.00,c1.out_0,c2.in_0,1
263.00,c2.out_1,c3.in_0,1
264.00,c2.out_1,c3.in_0,1
264.00,c1.out_0,c2.in_0,1
264.00,c1.out_0,c2.in_0,1
264.00,c2.out_1,c3.in_0,1
265.00,c2.out_1,c3.in_0,1
265.00,c1.out_0,c2.in_0,1
265.00,c1.out_0,c2.in_0,1
265.00,c2.out_1,c3.in_0,1
266.00,c2.out_1,c3.in_0,1
266.00,c1.out_0,c2.in_0,1
266.00,c1.out_0,c2.in_0,1
266.00,c2.out_1,c3.in_0,1
267.00,c2.out_1,c3.in_0,0
267.00,c1.out_0,c2.in_0,0
267.00,c1.out_0,c2.in_0,0
267.00,c2.out_1,c3.in_0,0
268.00,c2.out_1,c3.in_0,0
268.00,c1.out_0,c2.in_0,0
268.00,c1.out_0,c2.in_0,0
268.00,c2.out_1,c3.in_0,0
269.00,c2.out_1,c3.in_0,1
269.00,c1.out_0,c2.in_0,1
269.00,c1.out_0,c2.in_0,1
269.00,c2.out_1,c3.in_0,1
270.00,c2.out_1,c3.in_0,1
270.00,c1.out_0,c2.in_0,1
270.00,c1.out_0,c2.in_0,1
270.00,c2.out_1,c3.in_0,1
271.00,c2.out_1,c3.in_0,1
271.00,c1.out_0,c2.in_0,1
271.00,c1.out_0,c2.in_0,1
271.00,c2.out_1,c3.in_0,1
272.00,c2.out_1,c3.in_0,1
272.00,c1.out_0,c2.in_0,1
272.00,c1.out_0,c2.in_0,1
272.00,c2.out_1,c3.in_0,1
273.00,c2.out_1,c3.in_0,0
273.00,c1.out_0,c2.in_0,0
273.00,c1.out_0,c2.in_0,0
273.00,c2.out_1,c3.in_0,0
274.00,c2.out_1,c3.in_0,1
274.00,c1.out_0,c2.in_0,1
274.00,c1.out_0,c2.in_0,1
274.00,c2.out_1,c3.in_0,1
275.00,c2.out_1,c3.in_0,0
275.00,c1.out_0,c2.in_0,0
275.00,c1.out_0,c2.in_0,0
275.00,c2.out_1,c3.in_0,0
276.00,c2.out_1,c3.in_0,0
276.00,c1.out_0,c2.in_0,0
276.00,c1.out_0,c2.in_0,0
276.00,c2.out_1,c3.in_0,0
277.00,c2.out_1,c3.in_0,0
277.00,c1.out_0,c2.in_0,0
277.00,c1.out_0,c2.in_0,0
277.00,c2.out_1,c3.in_0,0
278.00,c2.out_1,c3.in_0,1
278.00,c1.out_0,c2.in_0,1
278.00,c1.out_0,c2.in_0,1
278.00,c2.out_1,c3.in_0,1
279.00,c2.out_1,c3.in_0,0
279.00,c1.out_0,c2.in_0,0
279.00,c1.out_0,c2.in_0,0
279.00,c2.out_1,c3.in_0,0
280.00,c2.out_1,c3.in_0,0
280.00,c1.out_0,c2.in_0,0
280.00,c1.out_0,c2.in_0,0
280.00,c2.out_1,c3.in_0,0
281.00,c2.out_1,c3.in_0,1
281.00,c1.out_0,c2.in_0,1
281.00,c1.out_0,c2.in_0,1
281.00,c2.out_1,c3.in_0,1
282.00,c2.out_1,c3.in_0,0
282.00,c1.out_0,c2.in_0,0
282.00,c1.out_0,c2.in_0,0
282.00,c2.out_1,c3.in_0,0
283.00,c2.out_1,c3.in_0,0
283.00,c1.out_0,c2.in_0,0
283.00,c1.out_0,c2.in_0,0
283.00,c2.out_1,c3.in_0,0
284.00,c2.out_1,c3.in_0,1
284.00,c1.out_0,c2.in_0,1
284.00,c1.out_0,c2.in_0,1
284.00,c2.out_1,c3.in_0,1
285.00,c2.out_1,c3.in_0,0
285.00,c1.out_0,c2.in_0,0
285.00,c1.out_0,c2.in_0,0
285.00,c2.out_1,c3.in_0,0
286.00,c2.out_1,c3.in_0,1
286.00,c1.out_0,c2.in_0,1
286.00,c1.out_0,c2.in_0,1
286.00,c2.out_1,c3.in_0,1
287.00,c2.out_1,c3.in_0,1
287.00,c1.out_0,c2.in_0,1
287.00,c1.out_0,c2.in_0,1
287.00,c2.out_1,c3.in_0,1
288.00,c2.out_1,c3.in_0,1
288.00,c1.out_0,c2.in_0,1
288.00,c1.out_0,c2.in_0,1
288.00,c2.out_1,c3.in_0,1
289.00,c2.out_1,c3.in_0,1
289.00,c1.out_0,c2.in_0,1
289.00,c1.out_0,c2.in_0,1
289.00,c2.out_1,c3.in_0,1
290.00,c2.out_1,c3.in_0,1
290.00,c1.out_0,c2.in_0,1
290.00,c1.out_0,c2.in_0,1
290.00,c2.out_1,c3.in_0,1
291.00,c2.out_1,c3.in_0,1
291.00,c1.out_0,c2.in_0,1
291.00,c1.out_0,c2.in_0,1
291.00,c2.out_1,c3.in_0,1
292.00,c2.out_1,c3.in_0,1
292.00,c1.out_0,c2.in_0,1
292.00,c1.out_0,c2.in_0,1
292.00,c2.out_1,c3.in_0,1
293.00,c2.out_1,c3.in_0,1
293.00,c1.out_0,c2.in_0,1
293.00,c1.out_0,c2.in_0,1
293.00,c2.out_1,c3.in_0,1
294.00,c2.out_1,c3.in_0,0
294.00,c1.out_0,c2.in_0,0
294.00,c1.out_0,c2.in_0,0
294.00,c2.out_1,c3.in_0,0
295.00,c2.out_1,c3.in_0,1
295.00,c1.out_0,c2.in_0,1
295.00,c1.out_0,c2.in_0,1
295.00,c2.out_1,c3.in_0,1
296.00,c2.out_1,c3.in_0,0
296.00,c1.out_0,c2.in_0,0
296.00,c1.out_0,c2.in_0,0
296.00,c2.out_1,c3.in_0,0
297.00,c2.out_1,c3.in_0,0
297.00,c1.out_0,c2.in_0,0
297.00,c1.out_0,c2.in_0,0
297.00,c2.out_1,c3.in_0,0
298.00,c2.out_1,c3.in_0,1
298.00,c1.out_0,c2.in_0,1
298.00,c1.out_0,c2.in_0,1
298.00,c2.out_1,c3.in_0,1
299.00,c2.out_1,c3.in_0,1
299.00,c1.out_0,c2.in_0,1
299.00,c1.out_0,c2.in_0,1
299.00,c2.out_1,c3.in_0,1
300.00,c2.out_1,c3.in_0,1
300.00,c1.out_0,c2.in_0,1
300.00,c1.out_0,c2.in_0,1
300.00,c2.out_1,c3.in_0,1
301.00,c2.out_1,c3.in_0,0
301.00,c1.out_0,c2.in_0,0
301.00,c1.out_0,c2.in_0,0
301.00,c2.out_1,c3.in_0,0
302.00,c2.out_1,c3.in_0,1
302.00,c1.out_0,c2.in_0,1
302.00,c1.out_0,c2.in_0,1
302.00,c2.out_1,c3.in_0,1
303.00,c2.out_1,c3.in_0,1
303.00,c1.out_0,c2.in_0,1
303.00,c1.out_0,c2.in_0,1
303.00,c2.out_1,c3.in_0,1
304.00,c2.out_1,c3.in_0,0
304.00,c1.out_0,c2.in_0,0
304.00,c1.out_0,c2.in_0,0
304.00,c2.out_1,c3.in_0,0
305.00,c2.out_1,c3.in_0,1
305.00,c1.out_0,c2.in_0,1
305.00,c1.out_0,c2.in_0,1
305.00,c2.out_1,c3.in_0,1
306.00,c2.out_1,c3.in_0,1
306.00,c1.out_0,c2.in_0,1
306.00,c1.out_0,c2.in_0,1
306.00,c2.out_1,c3.in_0,1
307.00,c2.out_1,c3.in_0,0
307.00,c1.out_0,c2.in_0,0
307.00,c1.out_0,c2.in_0,0
307.00,c2.out_1,c3.in_0,0
308.00,c2.out_1,c3.in_0,1
308.00,c1.out_0,c2.in_0,1
308.00,c1.out_0,c2.in_0,1
308.00,c2.out_1,c3.in_0,1
309.00,c2.out_1,c3.in_0,1
309.00,c1.out_0,c2.in_0,1
309.00,c1.out_0,c2.in_0,1
309.00,c2.out_1,c3.in_0,1
310.00,c2.out_1,c3.in_0,1
310.00,c1.out_0,c2.in_0,1
310.00,c1.out_0,c2.in_0,1
310.00,c2.out_1,c3.in_0,1
311.00,c2.out_1,c3.in_0,1
311.00,c1.out_0,c2.in_0,1
311.00,c1.out_0,c2.in_0,1
311.00,c2.out_1,c3.in_0,1
312.00,c2.out_1,c3.in_0,0
312.00,c1.out_0,c2.in_0,0
312.00,c1.out_0,c2.in_0,0
312.00,c2.out_1,c3.in_0,0
313.00,c2.out_1,c3.in_0,1
313.00,c1.out_0,c2.in_0,1
313.00,c1.out_0,c2.in_0,1
313.00,c2.out_1,c3.in_0,1
314.00,c2.out_1,c3.in_0,0
314.00,c1.out_0,c2.in_0,0
314.00,c1.out_0,c2.in_0,0
314.00,c2.out_1,c3.in_0,0
315.00,c2.out_1,c3.in_0,1
315.00,c1.out_0,c2.in_0,1
315.00,c1.out_0,c2.in_0,1
315.00,c2.out_1,c3.in_0,1
316.00,c2.out_1,c3.in_0,1
316.00,c1.out_0,c2.in_0,1
316.00,c1.out_0,c2.in_0,1
316.00,c2.out_1,c3.in_0,1
317.00,c2.out_1,c3.in_0,0
317.00,c1.out_0,c2.in_0,0
317.00,c1.out_0,c2.in_0,0
317.00,c2.out_1,c3.in_0,0
318.00,c2.out_1,c3.in_0,1
318.00,c1.out_0,c2.in_0,1
318.00,c1.out_0,c2.in_0,1
318.00,c2.out_1,c3.in_0,1
319.00,c2.out_1,c3.in_0,1
319.00,c1.out_0,c2.in_0,1
319.00,c1.out_0,c2.in_0,1
319.00,c2.out_1,c3.in_0,1
320.00,c2.out_1,c3.in_0,0
320.00,c1.out_0,c2.in_0,0
320.00,c1.out_0,c2.in_0,0
320.00,c2.out_1,c3.in_0,0
321.00,c2.out_1,c3.in_0,1
321.00,c1.out_0,c2.in_0,1
321.00,c1.out_0,c2.in_0,1
321.00,c2.out_1,c3.in_0,1
322.00,c2.out_1,c3.in_0,0
322.00,c1.out_0,c2.in_0,0
322.00,c1.out_0,c2.in_0,0
322.00,c2.out_1,c3.in_0,0
323.00,c2.out_1,c3.in_0,0
323.00,c1.out_0,c2.in_0,0
323.00,c1.out_0,c2.in_0,0
323.00,c2.out_1,c3.in_0,0
324.00,c2.out_1,c3.in_0,0
324.00,c1.out_0,c2.in_0,0
324.00,c1.out_0,c2.in_0,0
324.00,c2.out_1,c3.in_0,0
325.00,c2.out_1,c3.in_0,1
325.00,c1.out_0,c2.in_0,1
325.00,c1.out_0,c2.in_0,1
325.00,c2.out_1,c3.in_0,1
326.00,c2.out_1,c3.in_0,1
326.00,c1.out_0,c2.in_0,1
326.00,c1.out_0,c2.in_0,1
326.00,c2.out_1,c3.in_0,1
327.00,c2.out_1,c3.in_0,0
327.00,c1.out_0,c2.in_0,0
327.00,c1.out_0,c2.in_0,0
327.00,c2.out_1,c3.in_0,0
328.00,c2.out_1,c3.in_0,1
328.00,c1.out_0,c2.in_0,1
328.00,c1.out_0,c2.in_0,1
328.00,c2.out_1,c3.in_0,1
329.00,c2.out_1,c3.in_0,0
329.00,c1.out_0,c2.in_0,0
329.00,c1.out_0,c2.in_0,0
329.00,c2.out_1,c3.in_0,0
330.00,c2.out_1,c3.in_0,1
330.00,c1.out_0,c2.in_0,1
330.00,c1.out_0,c2.in_0,1
330.00,c2.out_1,c3.in_0,1
331.00,c2.out_1,c3.in_0,0
331.00,c1.out_0,c2.in_0,0
331.00,c1.out_0,c2.in_0,0
331.00,c2.out_1,c3.in_0,0
332.00,c2.out_1,c3.in_0,0
332.00,c1.out_0,c2.in_0,0
332.00,c1.out_0,c2.in_0,0
332.00,c2.out_1,c3.in_0,0
333.00,c2.out_1,c3.in_0,1
333.00,c1.out_0,c2.in_0,1
333.00,c1.out_0,c2.in_0,1
333.00,c2.out_1,c3.in_0,1
334.00,c2.out_1,c3.in_0,1
334.00,c1.out_0,c2.in_0,1
334.00,c1.out_0,c2.in_0,1
334.00,c2.out_1,c3.in_0,1
335.00,c2.out_1,c3.in_0,0
335.00,c1.out_0,c2.in_0,0
335.00,c1.out_0,c2.in_0,0
335.00,c2.out_1,c3.in_0,0
336.00,c2.out_1,c3.in_0,0
336.00,c1.out_0,c2.in_0,0
336.00,c1.out_0,c2.in_0,0
336.00,c2.out_1,c3.in_0,0
337.00,c2.out_1,c3.in_0,1
337.00,c1.out_0,c2.in_0,1
337.00,c1.out_0,c2.in_0,1
337.00,c2.out_1,c3.in_0,1
338.00,c2.out_1,c3.in_0,1
338.00,c1.out_0,c2.in_0,1
338.00,c1.out_0,c2.in_0,1
338.00,c2.out_1,c3.in_0,1
339.00,c2.out_1,c3.in_0,1
339.00,c1.out_0,c2.in_0,1
339.00,c1.out_0,c2.in_0,1
339.00,c2.out_1,c3.in_0,1
340.00,c2.out_1,c3.in_0,0
340.00,c1.out_0,c2.in_0,0
340.00,c1.out_0,c2.in_0,0
340.00,c2.out_1,c3.in_0,0
341.00,c2.out_1,c3.in_0,0
341.00,c1.out_0,c2.in_0,0
341.00,c1.out_0,c2.in_0,0
341.00,c2.out_1,c3.in_0,0
342.00,c2.out_1,c3.in_0,0
342.00,c1.out_0,c2.in_0,0
342.00,c1.out_0,c2.in_0,0
342.00,c2.out_1,c3.in_0,0
343.00,c2.out_1,c3.in_0,0
343.00,c1.out_0,c2.in_0,0
343.00,c1.out_0,c2.in_0,0
343.00,c2.out_1,c3.in_0,0
344.00,c2.out_1,c3.in_0,0
344.00,c1.out_0,c2.in_0,0
344.00,c1.out_0,c2.in_0,0
344.00,c2.out_1,c3.in_0,0
345.00,c2.out_1,c3.in_0,1
345.00,c1.out_0,c2.in_0,1
345.00,c1.out_0,c2.in_0,1
345.00,c2.out_1,c3.in_0,1
346.00,c2.out_1,c3.in_0,0
346.00,c1.out_0,c2.in_0,0
346.00,c1.out_0,c2.in_0,0
346.00,c2.out_1,c3.in_0,0
347.00,c2.out_1,c3.in_0,1
347.00,c1.out_0,c2.in_0,1
347.00,c1.out_0,c2.in_0,1
347.00,c2.out_1,c3.in_0,1
348.00,c2.out_1,c3.in_0,1
348.00,c1.out_0,c2.in_0,1
348.00,c1.out_0,c2.in_0,1
348.00,c2.out_1,c3.in_0,1
349.00,c2.out_1,c3.in_0,0
349.00,c1.out_0,c2.in_0,0
349.00,c1.out_0,c2.in_0,0
349.00,c2.out_1,c3.in_0,0
350.00,c2.out_1,c3.in_0,1
