time,from,to,value
350.00,c1.out_0,c2.in_0,1
350.00,c1.out_0,c2.in_0,1
350.00,c2.out_1,c3.in_0,1
351.00,c2.out_1,c3.in_0,1
351.00,c1.out_0,c2.in_0,1
351.00,c1.out_0,c2.in_0,1
351.00,c2.out_1,c3.in_0,1
352.00,c2.out_1,c3.in_0,1
352.00,c1.out_0,c2.in_0,1
352.00,c1.out_0,c2.in_0,1
352.00,c2.out_1,c3.in_0,1
353.00,c2.out_1,c3.in_0,1
353.00,c1.out_0,c2.in_0,1
353.00,c1.out_0,c2.in_0,1
353.00,c2.out_1,c3.in_0,1
354.00,c2.out_1,c3.in_0,1
354.00,c1.out_0,c2.in_0,1
354.00,c1.out_0,c2.in_0,1
354.00,c2.out_1,c3.in_0,1
355.00,c2.out_1,c3.in_0,1
355.00,c1.out_0,c2.in_0,1
355.00,c1.out_0,c2.in_0,1
355.00,c2.out_1,c3.in_0,1
356.00,c2.out_1,c3.in_0,1
356.00,c1.out_0,c2.in_0,1
356.00,c1.out_0,c2.in_0,1
356.00,c2.out_1,c3.in_0,1
357.00,c2.out_1,c3.in_0,0
357.00,c1.out_0,c2.in_0,0
357.00,c1.out_0,c2.in_0,0
357.00,c2.out_1,c3.in_0,0
358.00,c2.out_1,c3.in_0,1
358.00,c1.out_0,c2.in_0,1
358.00,c1.out_0,c2.in_0,1
358.00,c2.out_1,c3.in_0,1
359.00,c2.out_1,c3.in_0,1
359.00,c1.out_0,c2.in_0,1
359.00,c1.out_0,c2.in_0,1
359.00,c2.out_1,c3.in_0,1
360.00,c2.out_1,c3.in_0,1
360.00,c1.out_0,c2.in_0,1
360.00,c1.out_0,c2.in_0,1
360.00,c2.out_1,c3.in_0,1
361.00,c2.out_1,c3.in_0,1
361.00,c1.out_0,c2.in_0,1
361.00,c1.out_0,c2.in_0,1
361.00,c2.out_1,c3.in_0,1
362.00,c2.out_1,c3.in_0,1
362.00,c1.out_0,c2.in_0,1
362.00,c1.out_0,c2.in_0,1
362.00,c2.out_1,c3.in_0,1
363.00,c2.out_1,c3.in_0,0
363.00,c1.out_0,c2.in_0,0
363.00,c1.out_0,c2.in_0,0
363.00,c2.out_1,c3.in_0,0
364.00,c2.out_1,c3.in_0,1
364.00,c1.out_0,c2.in_0,1
364.00,c1.out_0,c2.in_0,1
364.00,c2.out_1,c3.in_0,1
365.00,c2.out_1,c3.in_0,0
365.00,c1.out_0,c2.in_0,0
365.00,c1.out_0,c2.in_0,0
365.00,c2.out_1,c3.in_0,0
366.00,c2.out_1,c3.in_0,1
366.00,c1.out_0,c2.in_0,1
366.00,c1.out_0,c2.in_0,1
366.00,c2.out_1,c3.in_0,1
367.00,c2.out_1,c3.in_0,1
367.00,c1.out_0,c2.in_0,1
367.00,c1.out_0,c2.in_0,1
367.00,c2.out_1,c3.in_0,1
368.00,c2.out_1,c3.in_0,1
368.00,c1.out_0,c2.in_0,1
368.00,c1.out_0,c2.in_0,1
368.00,c2.out_1,c3.in_0,1
369.00,c2.out_1,c3.in_0,1
369.00,c1.out_0,c2.in_0,1
369.00,c1.out_0,c2.in_0,1
369.00,c2.out_1,c3.in_0,1
370.00,c2.out_1,c3.in_0,1
370.00,c1.out_0,c2.in_0,1
370.00,c1.out_0,c2.in_0,1
370.00,c2.out_1,c3.in_0,1
371.00,c2.out_1,c3.in_0,1
371.00,c1.out_0,c2.in_0,1
371.00,c1.out_0,c2.in_0,1
371.00,c2.out_1,c3.in_0,1
372.00,c2.out_1,c3.in_0,1
372.00,c1.out_0,c2.in_0,1
372.00,c1.out_0,c2.in_0,1
372.00,c2.out_1,c3.in_0,1
373.00,c2.out_1,c3.in_0,1
373.00,c1.out_0,c2.in_0,1
373.00,c1.out_0,c2.in_0,1
373.00,c2.out_1,c3.in_0,1
374.00,c2.out_1,c3.in_0,0
374.00,c1.out_0,c2.in_0,0
374.00,c1.out_0,c2.in_0,0
374.00,c2.out_1,c3.in_0,0
375.00,c2.out_1,c3.in_0,0
375.00,c1.out_0,c2.in_0,0
375.00,c1.out_0,c2.in_0,0
375.00,c2.out_1,c3.in_0,0
376.00,c2.out_1,c3.in_0,0
376.00,c1.out_0,c2.in_0,0
376.00,c1.out_0,c2.in_0,0
376.00,c2.out_1,c3.in_0,0
377.00,c2.out_1,c3.in_0,0
377.00,c1.out_0,c2.in_0,0
377.00,c1.out_0,c2.in_0,0
377.00,c2.out_1,c3.in_0,0
378.00,c2.out_1,c3.in_0,1
378.00,c1.out_0,c2.in_0,1
378.00,c1.out_0,c2.in_0,1
378.00,c2.out_1,c3.in_0,1
379.00,c2.out_1,c3.in_0,1
379.00,c1.out_0,c2.in_0,1
379.00,c1.out_0,c2.in_0,1
379.00,c2.out_1,c3.in_0,1
380.00,c2.out_1,c3.in_0,0
380.00,c1.out_0,c2.in_0,0
380.00,c1.out_0,c2.in_0,0
380.00,c2.out_1,c3.in_0,0
381.00,c2.out_1,c3.in_0,0
381.00,c1.out_0,c2.in_0,0
381.00,c1.out_0,c2.in_0,0
381.00,c2.out_1,c3.in_0,0
382.00,c2.out_1,c3.in_0,0
382.00,c1.out_0,c2.in_0,0
382.00,c1.out_0,c2.in_0,0
382.00,c2.out_1,c3.in_0,0
383.00,c2.out_1,c3.in_0,0
383.00,c1.out_0,c2.in_0,0
383.00,c1.out_0,c2.in_0,0
383.00,c2.out_1,c3.in_0,0
384.00,c2.out_1,c3.in_0,1
384.00,c1.out_0,c2.in_0,1
384.00,c1.out_0,c2.in_0,1
384.00,c2.out_1,c3.in_0,1
385.00,c2.out_1,c3.in_0,0
385.00,c1.out_0,c2.in_0,0
385.00,c1.out_0,c2.in_0,0
385.00,c2.out_1,c3.in_0,0
386.00,c2.out_1,c3.in_0,0
386.00,c1.out_0,c2.in_0,0
386.00,c1.out_0,c2.in_0,0
386.00,c2.out_1,c3.in_0,0
387.00,c2.out_1,c3.in_0,1
387.00,c1.out_0,c2.in_0,1
387.00,c1.out_0,c2.in_0,1
387.00,c2.out_1,c3.in_0,1
388.00,c2.out_1,c3.in_0,1
388.00,c1.out_0,c2.in_0,1
388.00,c1.out_0,c2.in_0,1
388.00,c2.out_1,c3.in_0,1
389.00,c2.out_1,c3.in_0,1
389.00,c1.out_0,c2.in_0,1
389.00,c1.out_0,c2.in_0,1
389.00,c2.out_1,c3.in_0,1
390.00,c2.out_1,c3.in_0,0
390.00,c1.out_0,c2.in_0,0
390.00,c1.out_0,c2.in_0,0
390.00,c2.out_1,c3.in_0,0
391.00,c2.out_1,c3.in_0,1
391.00,c1.out_0,c2.in_0,1
391.00,c1.out_0,c2.in_0,1
391.00,c2.out_1,c3.in_0,1
392.00,c2.out_1,c3.in_0,1
392.00,c1.out_0,c2.in_0,1
392.00,c1.out_0,c2.in_0,1
392.00,c2.out_1,c3.in_0,1
393.00,c2.out_1,c3.in_0,1
393.00,c1.out_0,c2.in_0,1
393.00,c1.out_0,c2.in_0,1
393.00,c2.out_1,c3.in_0,1
394.00,c2.out_1,c3.in_0,1
394.00,c1.out_0,c2.in_0,1
394.00,c1.out_0,c2.in_0,1
394.00,c2.out_1,c3.in_0,1
395.00,c2.out_1,c3.in_0,0
395.00,c1.out_0,c2.in_0,0
395.00,c1.out_0,c2.in_0,0
395.00,c2.out_1,c3.in_0,0
396.00,c2.out_1,c3.in_0,0
396.00,c1.out_0,c2.in_0,0
396.00,c1.out_0,c2.in_0,0
396.00,c2.out_1,c3.in_0,0
397.00,c2.out_1,c3.in_0,1
397.00,c1.out_0,c2.in_0,1
397.00,c1.out_0,c2.in_0,1
397.00,c2.out_1,c3.in_0,1
398.00,c2.out_1,c3.in_0,1
398.00,c1.out_0,c2.in_0,1
398.00,c1.out_0,c2.in_0,1
398.00,c2.out_1,c3.in_0,1
399.00,c2.out_1,c3.in_0,0
399.00,c1.out_0,c2.in_0,0
399.00,c1.out_0,c2.in_0,0
399.00,c2.out_1,c3.in_0,0
400.00,c2.out_1,c3.in_0,1
400.00,c1.out_0,c2.in_0,1
400.00,c1.out_0,c2.in_0,1
400.00,c2.out_1,c3.in_0,1
401.00,c2.out_1,c3.in_0,0
401.00,c1.out_0,c2.in_0,0
401.00,c1.out_0,c2.in_0,0
401.00,c2.out_1,c3.in_0,0
402.00,c2.out_1,c3.in_0,0
402.00,c1.out_0,c2.in_0,0
402.00,c1.out_0,c2.in_0,0
402.00,c2.out_1,c3.in_0,0
403.00,c2.out_1,c3.in_0,0
403.00,c1.out_0,c2.in_0,0
403.00,c1.out_0,c2.in_0,0
403.00,c2.out_1,c3.in_0,0
404.00,c2.out_1,c3.in_0,0
404.00,c1.out_0,c2.in_0,0
404.00,c1.out_0,c2.in_0,0
404.00,c2.out_1,c3.in_0,0
405.00,c2.out_1,c3.in_0,0
405.00,c1.out_0,c2.in_0,0
405.00,c1.out_0,c2.in_0,0
405.00,c2.out_1,c3.in_0,0
406.00,c2.out_1,c3.in_0,0
406.00,c1.out_0,c2.in_0,0
406.00,c1.out_0,c2.in_0,0
406.00,c2.out_1,c3.in_0,0
407.00,c2.out_1,c3.in_0,0
407.00,c1.out_0,c2.in_0,0
407.00,c1.out_0,c2.in_0,0
407.00,c2.out_1,c3.in_0,0
408.00,c2.out_1,c3.in_0,1
408.00,c1.out_0,c2.in_0,1
408.00,c1.out_0,c2.in_0,1
408.00,c2.out_1,c3.in_0,1
409.00,c2.out_1,c3.in_0,1
409.00,c1.out_0,c2.in_0,1
409.00,c1.out_0,c2.in_0,1
409.00,c2.out_1,c3.in_0,1
410.00,c2.out_1,c3.in_0,0
410.00,c1.out_0,c2.in_0,0
410.00,c1.out_0,c2.in_0,0
410.00,c2.out_1,c3.in_0,0
411.00,c2.out_1,c3.in_0,1
411.00,c1.out_0,c2.in_0,1
411.00,c1.out_0,c2.in_0,1
411.00,c2.out_1,c3.in_0,1
412.00,c2.out_1,c3.in_0,0
412.00,c1.out_0,c2.in_0,0
412.00,c1.out_0,c2.in_0,0
412.00,c2.out_1,c3.in_0,0
413.00,c2.out_1,c3.in_0,1
413.00,c1.out_0,c2.in_0,1
413.00,c1.out_0,c2.in_0,1
413.00,c2.out_1,c3.in_0,1
414.00,c2.out_1,c3.in_0,0
414.00,c1.out_0,c2.in_0,0
414.00,c1.out_0,c2.in_0,0
414.00,c2.out_1,c3.in_0,0
415.00,c2.out_1,c3.in_0,0
415.00,c1.out_0,c2.in_0,0
415.00,c1.out_0,c2.in_0,0
415.00,c2.out_1,c3.in_0,0
416.00,c2.out_1,c3.in_0,0
416.00,c1.out_0,c2.in_0,0
416.00,c1.out_0,c2.in_0,0
416.00,c2.out_1,c3.in_0,0
417.00,c2.out_1,c3.in_0,0
417.00,c1.out_0,c2.in_0,0
417.00,c1.out_0,c2.in_0,0
417.00,c2.out_1,c3.in_0,0
418.00,c2.out_1,c3.in_0,0
418.00,c1.out_0,c2.in_0,0
418.00,c1.out_0,c2.in_0,0
418.00,c2.out_1,c3.in_0,0
419.00,c2.out_1,c3.in_0,0
419.00,c1.out_0,c2.in_0,0
419.00,c1.out_0,c2.in_0,0
419.00,c2.out_1,c3.in_0,0
420.00,c2.out_1,c3.in_0,1
420.00,c1.out_0,c2.in_0,1
420.00,c1.out_0,c2.in_0,1
420.00,c2.out_1,c3.in_0,1
421.00,c2.out_1,c3.in_0,1
421.00,c1.out_0,c2.in_0,1
421.00,c1.out_0,c2.in_0,1
421.00,c2.out_1,c3.in_0,1
422.00,c2.out_1,c3.in_0,0
422.00,c1.out_0,c2.in_0,0
422.00,c1.out_0,c2.in_0,0
422.00,c2.out_1,c3.in_0,0
423.00,c2.out_1,c3.in_0,0
423.00,c1.out_0,c2.in_0,0
423.00,c1.out_0,c2.in_0,0
423.00,c2.out_1,c3.in_0,0
424.00,c2.out_1,c3.in_0,0
424.00,c1.out_0,c2.in_0,0
424.00,c1.out_0,c2.in_0,0
424.00,c2.out_1,c3.in_0,0
425.00,c2.out_1,c3.in_0,1
425.00,c1.out_0,c2.in_0,1
425.00,c1.out_0,c2.in_0,1
425.00,c2.out_1,c3.in_0,1
426.00,c2.out_1,c3.in_0,1
426.00,c1.out_0,c2.in_0,1
426.00,c1.out_0,c2.in_0,1
426.00,c2.out_1,c3.in_0,1
427.00,c2.out_1,c3.in_0,0
427.00,c1.out_0,c2.in_0,0
427.00,c1.out_0,c2.in_0,0
427.00,c2.out_1,c3.in_0,0
428.00,c2.out_1,c3.in_0,1
428.00,c1.out_0,c2.in_0,1
428.00,c1.out_0,c2.in_0,1
428.00,c2.out_1,c3.in_0,1
429.00,c2.out_1,c3.in_0,0
429.00,c1.out_0,c2.in_0,0
429.00,c1.out_0,c2.in_0,0
429.00,c2.out_1,c3.in_0,0
430.00,c2.out_1,c3.in_0,1
430.00,c1.out_0,c2.in_0,1
430.00,c1.out_0,c2.in_0,1
430.00,c2.out_1,c3.in_0,1
431.00,c2.out_1,c3.in_0,1
431.00,c1.out_0,c2.in_0,1
431.00,c1.out_0,c2.in_0,1
431.00,c2.out_1,c3.in_0,1
432.00,c2.out_1,c3.in_0,0
432.00,c1.out_0,c2.in_0,0
432.00,c1.out_0,c2.in_0,0
432.00,c2.out_1,c3.in_0,0
433.00,c2.out_1,c3.in_0,0
433.00,c1.out_0,c2.in_0,0
433.00,c1.out_0,c2.in_0,0
433.00,c2.out_1,c3.in_0,0
434.00,c2.out_1,c3.in_0,0
434.00,c1.out_0,c2.in_0,0
434.00,c1.out_0,c2.in_0,0
434.00,c2.out_1,c3.in_0,0
435.00,c2.out_1,c3.in_0,0
435.00,c1.out_0,c2.in_0,0
435.00,c1.out_0,c2.in_0,0
435.00,c2.out_1,c3.in_0,0
436.00,c2.out_1,c3.in_0,0
436.00,c1.out_0,c2.in_0,0
436.00,c1.out_0,c2.in_0,0
436.00,c2.out_1,c3.in_0,0
437.00,c2.out_1,c3.in_0,1
437.00,c1.out_0,c2.in_0,1
437.00,c1.out_0,c2.in_0,1
437.00,c2.out_1,c3.in_0,1
438.00,c2.out_1,c3.in_0,0
438.00,c1.out_0,c2.in_0,0
438.00,c1.out_0,c2.in_0,0
438.00,c2.out_1,c3.in_0,0
439.00,c2.out_1,c3.in_0,0
439.00,c1.out_0,c2.in_0,0
439.00,c1.out_0,c2.in_0,0
439.00,c2.out_1,c3.in_0,0
440.00,c2.out_1,c3.in_0,0
440.00,c1.out_0,c2.in_0,0
440.00,c1.out_0,c2.in_0,0
440.00,c2.out_1,c3.in_0,0
441.00,c2.out_1,c3.in_0,0
441.00,c1.out_0,c2.in_0,0
441.00,c1.out_0,c2.in_0,0
441.00,c2.out_1,c3.in_0,0
442.00,c2.out_1,c3.in_0,0
442.00,c1.out_0,c2.in_0,0
442.00,c1.out_0,c2.in_0,0
442.00,c2.out_1,c3.in_0,0
443.00,c2.out_1,c3.in_0,0
443.00,c1.out_0,c2.in_0,0
443.00,c1.out_0,c2.in_0,0
443.00,c2.out_1,c3.in_0,0
444.00,c2.out_1,c3.in_0,0
444.00,c1.out_0,c2.in_0,0
444.00,c1.out_0,c2.in_0,0
444.00,c2.out_1,c3.in_0,0
445.00,c2.out_1,c3.in_0,0
445.00,c1.out_0,c2.in_0,0
445.00,c1.out_0,c2.in_0,0
445.00,c2.out_1,c3.in_0,0
446.00,c2.out_1,c3.in_0,1
446.00,c1.out_0,c2.in_0,1
446.00,c1.out_0,c2.in_0,1
446.00,c2.out_1,c3.in_0,1
447.00,c2.out_1,c3.in_0,1
447.00,c1.out_0,c2.in_0,1
447.00,c1.out_0,c2.in_0,1
447.00,c2.out_1,c3.in_0,1
448.00,c2.out_1,c3.in_0,0
448.00,c1.out_0,c2.in_0,0
448.00,c1.out_0,c2.in_0,0
448.00,c2.out_1,c3.in_0,0
449.00,c2.out_1,c3.in_0,1
449.00,c1.out_0,c2.in_0,1
449.00,c1.out_0,c2.in_0,1
449.00,c2.out_1,c3.in_0,1
450.00,c2.out_1,c3.in_0,0
450.00,c1.out_0,c2.in_0,0
450.00,c1.out_0,c2.in_0,0
450.00,c2.out_1,c3.in_0,0
451.00,c2.out_1,c3.in_0,1
451.00,c1.out_0,c2.in_0,1
451.00,c1.out_0,c2.in_0,1
451.00,c2.out_1,c3.in_0,1
452.00,c2.out_1,c3.in_0,1
452.00,c1.out_0,c2.in_0,1
452.00,c1.out_0,c2.in_0,1
452.00,c2.out_1,c3.in_0,1
453.00,c2.out_1,c3.in_0,0
453.00,c1.out_0,c2.in_0,0
453.00,c1.out_0,c2.in_0,0
453.00,c2.out_1,c3.in_0,0
454.00,c2.out_1,c3.in_0,0
454.00,c1.out_0,c2.in_0,0
454.00,c1.out_0,c2.in_0,0
454.00,c2.out_1,c3.in_0,0
455.00,c2.out_1,c3.in_0,1
455.00,c1.out_0,c2.in_0,1
455.00,c1.out_0,c2.in_0,1
455.00,c2.out_1,c3.in_0,1
456.00,c2.out_1,c3.in_0,0
456.00,c1.out_0,c2.in_0,0
456.00,c1.out_0,c2.in_0,0
456.00,c2.out_1,c3.in_0,0
457.00,c2.out_1,c3.in_0,1
457.00,c1.out_0,c2.in_0,1
457.00,c1.out_0,c2.in_0,1
457.00,c2.out_1,c3.in_0,1
458.00,c2.out_1,c3.in_0,1
458.00,c1.out_0,c2.in_0,1
458.00,c1.out_0,c2.in_0,1
458.00,c2.out_1,c3.in_0,1
459.00,c2.out_1,c3.in_0,0
459.00,c1.out_0,c2.in_0,0
459.00,c1.out_0,c2.in_0,0
459.00,c2.out_1,c3.in_0,0
460.00,c2.out_1,c3.in_0,1
460.00,c1.out_0,c2.in_0,1
460.00,c1.out_0,c2.in_0,1
460.00,c2.out_1,c3.in_0,1
461.00,c2.out_1,c3.in_0,0
461.00,c1.out_0,c2.in_0,0
461.00,c1.out_0,c2.in_0,0
461.00,c2.out_1,c3.in_0,0
462.00,c2.out_1,c3.in_0,1
462.00,c1.out_0,c2.in_0,1
462.00,c1.out_0,c2.in_0,1
462.00,c2.out_1,c3.in_0,1
463.00,c2.out_1,c3.in_0,1
463.00,c1.out_0,c2.in_0,1
463.00,c1.out_0,c2.in_0,1
463.00,c2.out_1,c3.in_0,1
464.00,c2.out_1,c3.in_0,1
464.00,c1.out_0,c2.in_0,1
464.00,c1.out_0,c2.in_0,1
464.00,c2.out_1,c3.in_0,1
465.00,c2.out_1,c3.in_0,0
465.00,c1.out_0,c2.in_0,0
465.00,c1.out_0,c2.in_0,0
465.00,c2.out_1,c3.in_0,0
466.00,c2.out_1,c3.in_0,1
466.00,c1.out_0,c2.in_0,1
466.00,c1.out_0,c2.in_0,1
466.00,c2.out_1,c3.in_0,1
467.00,c2.out_1,c3.in_0,0
467.00,c1.out_0,c2.in_0,0
467.00,c1.out_0,c2.in_0,0
467.00,c2.out_1,c3.in_0,0
468.00,c2.out_1,c3.in_0,1
468.00,c1.out_0,c2.in_0,1
468.00,c1.out_0,c2.in_0,1
468.00,c2.out_1,c3.in_0,1
469.00,c2.out_1,c3.in_0,1
469.00,c1.out_0,c2.in_0,1
469.00,c1.out_0,c2.in_0,1
469.00,c2.out_1,c3.in_0,1
470.00,c2.out_1,c3.in_0,0
470.00,c1.out_0,c2.in_0,0
470.00,c1.out_0,c2.in_0,0
470.00,c2.out_1,c3.in_0,0
471.00,c2.out_1,c3.in_0,1
471.00,c1.out_0,c2.in_0,1
471.00,c1.out_0,c2.in_0,1
471.00,c2.out_1,c3.in_0,1
472.00,c2.out_1,c3.in_0,0
472.00,c1.out_0,c2.in_0,0
472.00,c1.out_0,c2.in_0,0
472.00,c2.out_1,c3.in_0,0
473.00,c2.out_1,c3.in_0,0
473.00,c1.out_0,c2.in_0,0
473.00,c1.out_0,c2.in_0,0
473.00,c2.out_1,c3.in_0,0
474.00,c2.out_1,c3.in_0,0
474.00,c1.out_0,c2.in_0,0
474.00,c1.out_0,c2.in_0,0
474.00,c2.out_1,c3.in_0,0
475.00,c2.out_1,c3.in_0,1
475.00,c1.out_0,c2.in_0,1
475.00,c1.out_0,c2.in_0,1
475.00,c2.out_1,c3.in_0,1
476.00,c2.out_1,c3.in_0,0
476.00,c1.out_0,c2.in_0,0
476.00,c1.out_0,c2.in_0,0
476.00,c2.out_1,c3.in_0,0
477.00,c2.out_1,c3.in_0,1
477.00,c1.out_0,c2.in_0,1
477.00,c1.out_0,c2.in_0,1
477.00,c2.out_1,c3.in_0,1
478.00,c2.out_1,c3.in_0,1
478.00,c1.out_0,c2.in_0,1
478.00,c1.out_0,c2.in_0,1
478.00,c2.out_1,c3.in_0,1
479.00,c2.out_1,c3.in_0,1
479.00,c1.out_0,c2.in_0,1
479.00,c1.out_0,c2.in_0,1
479.00,c2.out_1,c3.in_0,1
480.00,c2.out_1,c3.in_0,0
480.00,c1.out_0,c2.in_0,0
480.00,c1.out_0,c2.in_0,0
480.00,c2.out_1,c3.in_0,0
481.00,c2.out_1,c3.in_0,1
481.00,c1.out_0,c2.in_0,1
481.00,c1.out_0,c2.in_0,1
481.00,c2.out_1,c3.in_0,1
482.00,c2.out_1,c3.in_0,0
482.00,c1.out_0,c2.in_0,0
482.00,c1.out_0,c2.in_0,0
482.00,c2.out_1,c3.in_0,0
483.00,c2.out_1,c3.in_0,1
483.00,c1.out_0,c2.in_0,1
483.00,c1.out_0,c2.in_0,1
483.00,c2.out_1,c3.in_0,1
484.00,c2.out_1,c3.in_0,1
484.00,c1.out_0,c2.in_0,1
484.00,c1.out_0,c2.in_0,1
484.00,c2.out_1,c3.in_0,1
485.00,c2.out_1,c3.in_0,1
485.00,c1.out_0,c2.in_0,1
485.00,c1.out_0,c2.in_0,1
485.00,c2.out_1,c3.in_0,1
486.00,c2.out_1,c3.in_0,0
486.00,c1.out_0,c2.in_0,0
486.00,c1.out_0,c2.in_0,0
486.00,c2.out_1,c3.in_0,0
487.00,c2.out_1,c3.in_0,1
487.00,c1.out_0,c2.in_0,1
487.00,c1.out_0,c2.in_0,1
487.00,c2.out_1,c3.in_0,1
488.00,c2.out_1,c3.in_0,1
488.00,c1.out_0,c2.in_0,1
488.00,c1.out_0,c2.in_0,1
488.00,c2.out_1,c3.in_0,1
489.00,c2.out_1,c3.in_0,0
489.00,c1.out_0,c2.in_0,0
489.00,c1.out_0,c2.in_0,0
489.00,c2.out_1,c3.in_0,0
490.00,c2.out_1,c3.in_0,0
490.00,c1.out_0,c2.in_0,0
490.00,c1.out_0,c2.in_0,0
490.00,c2.out_1,c3.in_0,0
491.00,c2.out_1,c3.in_0,1
491.00,c1.out_0,c2.in_0,1
491.00,c1.out_0,c2.in_0,1
491.00,c2.out_1,c3.in_0,1
492.00,c2.out_1,c3.in_0,0
492.00,c1.out_0,c2.in_0,0
492.00,c1.out_0,c2.in_0,0
492.00,c2.out_1,c3.in_0,0
493.00,c2.out_1,c3.in_0,0
493.00,c1.out_0,c2.in_0,0
493.00,c1.out_0,c2.in_0,0
493.00,c2.out_1,c3.in_0,0
494.00,c2.out_1,c3.in_0,0
494.00,c1.out_0,c2.in_0,0
494.00,c1.out_0,c2.in_0,0
494.00,c2.out_1,c3.in_0,0
495.00,c2.out_1,c3.in_0,0
495.00,c1.out_0,c2.in_0,0
495.00,c1.out_0,c2.in_0,0
495.00,c2.out_1,c3.in_0,0
496.00,c2.out_1,c3.in_0,1
496.00,c1.out_0,c2.in_0,1
496.00,c1.out_0,c2.in_0,1
496.00,c2.out_1,c3.in_0,1
497.00,c2.out_1,c3.in_0,0
497.00,c1.out_0,c2.in_0,0
497.00,c1.out_0,c2.in_0,0
497.00,c2.out_1,c3.in_0,0
498.00,c2.out_1,c3.in_0,1
498.00,c1.out_0,c2.in_0,1
498.00,c1.out_0,c2.in_0,1
498.00,c2.out_1,c3.in_0,1
499.00,c2.out_1,c3.in_0,1
499.00,c1.out_0,c2.in_0,1
499.00,c1.out_0,c2.in_0,1
499.00,c2.out_1,c3.in_0,1
500.00,c2.out_1,c3.in_0,0
500.00,c1.out_0,c2.in_0,0
500.00,c1.out_0,c2.in_0,0
500.00,c2.out_1,c3.in_0,0
501.00,c2.out_1,c3.in_0,1
501.00,c1.out_0,c2.in_0,1
501.00,c1.out_0,c2.in_0,1
501.00,c2.out_1,c3.in_0,1
502.00,c2.out_1,c3.in_0,1
502.00,c1.out_0,c2.in_0,1
502.00,c1.out_0,c2.in_0,1
502.00,c2.out_1,c3.in_0,1
503.00,c2.out_1,c3.in_0,1
503.00,c1.out_0,c2.in_0,1
503.00,c1.out_0,c2.in_0,1
503.00,c2.out_1,c3.in_0,1
504.00,c2.out_1,c3.in_0,0
504.00,c1.out_0,c2.in_0,0
504.00,c1.out_0,c2.in_0,0
504.00,c2.out_1,c3.in_0,0
505.00,c2.out_1,c3.in_0,0
505.00,c1.out_0,c2.in_0,0
505.00,c1.out_0,c2.in_0,0
505.00,c2.out_1,c3.in_0,0
506.00,c2.out_1,c3.in_0,0
506.00,c1.out_0,c2.in_0,0
506.00,c1.out_0,c2.in_0,0
506.00,c2.out_1,c3.in_0,0
507.00,c2.out_1,c3.in_0,0
507.00,c1.out_0,c2.in_0,0
507.00,c1.out_0,c2.in_0,0
507.00,c2.out_1,c3.in_0,0
508.00,c2.out_1,c3.in_0,1
508.00,c1.out_0,c2.in_0,1
508.00,c1.out_0,c2.in_0,1
508.00,c2.out_1,c3.in_0,1
509.00,c2.out_1,c3.in_0,0
509.00,c1.out_0,c2.in_0,0
509.00,c1.out_0,c2.in_0,0
509.00,c2.out_1,c3.in_0,0
510.00,c2.out_1,c3.in_0,0
510.00,c1.out_0,c2.in_0,0
510.00,c1.out_0,c2.in_0,0
510.00,c2.out_1,c3.in_0,0
511.00,c2.out_1,c3.in_0,1
511.00,c1.out_0,c2.in_0,1
511.00,c1.out_0,c2.in_0,1
511.00,c2.out_1,c3.in_0,1
512.00,c2.out_1,c3.in_0,1
512.00,c1.out_0,c2.in_0,1
512.00,c1.out_0,c2.in_0,1
512.00,c2.out_1,c3.in_0,1
513.00,c2.out_1,c3.in_0,1
513.00,c1.out_0,c2.in_0,1
513.00,c1.out_0,c2.in_0,1
513.00,c2.out_1,c3.in_0,1
514.00,c2.out_1,c3.in_0,1
514.00,c1.out_0,c2.in_0,1
514.00,c1.out_0,c2.in_0,1
514.00,c2.out_1,c3.in_0,1
515.00,c2.out_1,c3.in_0,0
515.00,c1.out_0,c2.in_0,0
515.00,c1.out_0,c2.in_0,0
515.00,c2.out_1,c3.in_0,0
516.00,c2.out_1,c3.in_0,1
516.00,c1.out_0,c2.in_0,1
516.00,c1.out_0,c2.in_0,1
516.00,c2.out_1,c3.in_0,1
517.00,c2.out_1,c3.in_0,0
517.00,c1.out_0,c2.in_0,0
517.00,c1.out_0,c2.in_0,0
517.00,c2.out_1,c3.in_0,0
518.00,c2.out_1,c3.in_0,1
518.00,c1.out_0,c2.in_0,1
518.00,c1.out_0,c2.in_0,1
518.00,c2.out_1,c3.in_0,1
519.00,c2.out_1,c3.in_0,1
519.00,c1.out_0,c2.in_0,1
519.00,c1.out_0,c2.in_0,1
519.00,c2.out_1,c3.in_0,1
520.00,c2.out_1,c3.in_0,1
520.00,c1.out_0,c2.in_0,1
520.00,c1.out_0,c2.in_0,1
520.00,c2.out_1,c3.in_0,1
521.00,c2.out_1,c3.in_0,1
521.00,c1.out_0,c2.in_0,1
521.00,c1.out_0,c2.in_0,1
521.00,c2.out_1,c3.in_0,1
522.00,c2.out_1,c3.in_0,1
522.00,c1.out_0,c2.in_0,1
522.00,c1.out_0,c2.in_0,1
522.00,c2.out_1,c3.in_0,1
523.00,c2.out_1,c3.in_0,0
523.00,c1.out_0,c2.in_0,0
523.00,c1.out_0,c2.in_0,0
523.00,c2.out_1,c3.in_0,0
524.00,c2.out_1,c3.in_0,0
524.00,c1.out_0,c2.in_0,0
524.00,c1.out_0,c2.in_0,0
524.00,c2.out_1,c3.in_0,0
